1	1047
2	1161
3	2652
4	5986
5	5626
6	1253
7	5626
8	11
9	11
10	1164
11	3836
12	2693
13	1254
14	2693
15	1164
16	3836
17	2609
18	1254
19	2609
20	1164
21	3836
22	2683
23	2779
24	3836
25	81
26	899
27	1254
28	2683
29	1164
30	3836
31	5756
32	2779
33	3836
34	2406
35	1666
36	3836
37	2500
38	1254
39	5756
40	1164
41	3836
42	2272
43	1254
44	2272
45	1164
46	3836
47	730
48	1254
49	730
50	1164
51	3836
52	300
53	1254
54	300
55	1164
56	3836
57	3709
58	1254
59	3709
60	1164
61	3836
62	4891
63	1254
64	4891
65	1164
66	3836
67	1067
68	1666
69	3836
70	4829
71	1254
72	1067
73	1164
74	3836
75	2725
76	1666
77	3836
78	4858
79	1254
80	2725
81	1164
82	3836
83	2649
84	1254
85	2649
86	1164
87	3836
88	1253
89	3836
90	995
91	1254
92	1253
93	1164
94	3836
95	5048
96	1666
97	3836
98	3836
99	4043
100	1254
101	5048
102	1164
103	3836
104	4850
105	1254
106	4850
107	1164
108	3836
109	7
110	1254
111	7
112	1164
113	3836
114	811
115	1254
116	811
117	1164
118	3836
119	2734
120	1254
121	2734
122	1164
123	3836
124	2732
125	1254
126	2732
127	1164
128	3836
129	3852
130	1254
131	3852
132	1164
133	3836
134	2718
135	1254
136	2718
137	1164
138	3836
139	937
140	1254
141	937
142	1164
143	3836
144	1614
145	1254
146	1614
147	1164
148	3836
149	3442
150	1254
151	3442
152	1164
153	3836
154	322
155	1254
156	322
157	1164
158	3836
159	2739
160	1254
161	2739
162	1164
163	3836
164	2651
165	2779
166	3836
167	81
168	899
169	2093
170	3836
171	3578
172	956
173	1254
174	3552
175	3836
176	3578
177	956
178	2651
179	1164
180	3836
181	4886
182	1254
183	4886
184	1164
185	3836
186	2431
187	1254
188	2431
189	1164
190	3836
191	10
192	1254
193	10
194	1164
195	3836
196	1806
197	1254
198	1806
199	1164
200	3836
201	110
202	1254
203	110
204	1164
205	3836
206	4882
207	1254
208	4882
209	1164
210	3836
211	943
212	1254
213	943
214	1164
215	3836
216	1809
217	1254
218	1809
219	1164
220	3836
221	1789
222	1254
223	1789
224	1164
225	3836
226	3474
227	1254
228	3474
229	1164
230	3836
231	2609
232	1254
233	2609
234	1164
235	3836
236	2737
237	3836
238	467
239	3451
240	1666
241	4005
242	1164
243	2652
244	3836
245	3306
246	5986
247	4036
248	4246
249	3836
250	1155
251	608
252	11
253	2401
254	1253
255	1155
256	1280
257	2779
258	608
259	1253
260	2401
261	3836
262	3578
263	956
264	1155
265	1280
266	2779
267	608
268	3836
269	3578
270	956
271	2401
272	3836
273	5986
274	1155
275	1280
276	1254
277	3836
278	2652
279	5986
280	3836
281	1161
282	4048
283	1639
284	3650
285	3836
286	3613
287	899
288	3451
289	3836
290	2737
291	4570
292	2445
293	5302
294	1571
295	2351
296	1877
297	1143
298	2400
299	1666
300	4460
301	41
302	1254
303	2737
304	3836
305	467
306	899
307	1465
308	1639
309	2779
310	3590
311	2527
312	1571
313	1258
314	1089
315	3277
316	668
317	1571
318	1254
319	4047
320	899
321	1926
322	2627
323	34
324	3261
325	2848
326	3941
327	5743
328	899
329	3306
330	2737
331	5626
332	1253
333	3590
334	5828
335	4161
336	3451
337	3836
338	1222
339	5148
340	1142
341	3836
342	1877
343	899
344	1164
345	1666
346	4460
347	41
348	1639
349	1254
350	5503
351	5626
352	2779
353	2813
354	3836
355	3950
356	899
357	2652
358	1142
359	899
360	5392
361	3836
362	3295
363	899
364	608
365	3836
366	281
367	899
368	1254
369	4047
370	3910
371	1181
372	2671
373	4444
374	3836
375	3306
376	5679
377	3261
378	1328
379	3836
380	4737
381	3306
382	2627
383	3836
384	4221
